TransactionID,CustomerID,CustomerDOB,CustGender,CustLocation,CustAccountBalance,TransactionDate,TransactionTime,TransactionAmount (INR)
T505130,C100385,04-09-86,female,PUNE,31830.7,18/02/2024,190427,6822.3
T500527,C100795,1986-10-21,female,Pune,"Rs. 43,684.44",2024-09-02,171309,690.55
T502053,C100561,26-08-91,F,Mumbai,"Rs. 39,563.93",02/02/2024,055001,274.89
T501657,C100782,1960-01-16,Female,Hyderabad,"Rs. 34,036.97",2024-01-26,004221,2165.12
T502318,C100489,02-06-90,Male,Mumbai,72526.62,09/09/2024,184125,INR 168.59
T501947,C100617,13-06-57,female,Jaipur,9784.54,10/10/2024,102309,301.24
T502691,C100110,04-06-04,,Chennai,"188,084.65",05-Jul-2024,164533,6168.22
T504639,C100116,1960-09-25,female,Pune,220401.55,2024-08-05,220625,2519.24
T505838,C100250,04/10/1964,Female,Ahmedabad,"12,840.30",20-Jul-2024,035126,26919.0
T505210,C100304,2001-11-15,F,Ahmedabad,16445.74,2024-05-07,010801,1310.08
T503222,C100013,1995-03-19,,MUMBAI,"Rs. 11,833.88",17-Aug-2024,233720,1102.37
T500524,C100705,03/12/1964,f,Bengaluru,"92,850.20",2024-06-22,184839,
T503474,C100174,1972-07-21,m,Bengaluru,97279.18,2024-08-05,132243,2570.54
T500910,C100550,19/08/1986,f,Mumbai,"121,126.01",04-Oct-2024,180008,9025.6
T502541,C100022,16-02-69,F,DELHI,,2024-10-14,230309,
T503717,C100038,16/08/2001,M,Kolkata,38387.92,08/11/2024,064041,9551.15
T500503,C100710,1988-06-06,m,LUCKNOW,"31,418.04",21-Oct-2024,120753,1560.25
T500558,C100541,13-01-74,male,Ahmedabad,"186,265.55",30/01/2024,093147,3500.67
T500124,C100274,1973-07-26,Male,Kolkata,,18-Oct-2024,160848,1042.58
T501470,C100330,03/01/1996,m,Mumbai,"Rs. 8,776.03",20-Oct-2024,211451,970.81
T504763,C100741,24/04/1966,m,Kolkata,32097.85,02/09/2024,053548,2018.3
T501284,C100418,1960-01-14,,HYDERABAD,,17/01/2024,115605,11723.55
T503457,C100271,1977-07-11,male,Bengaluru,8306.59,24/11/2024,185625,745.82
T501094,C100190,06/11/1979,male,Jaipur,"Rs. 39,923.71",27/06/2024,195532,1719.71
T504466,C100778,27-07-59,male,Pune,23241.61,28-May-2024,154305,130.89
T501774,C100266,05/08/1960,f,  Surat,"201,021.76",03-May-2024,142139,811.46
T501212,C100212,24-06-00,female,NAGPUR,"119,741.09",2024-08-27,211347,5957.28
T501183,C100033,14-10-55,F,Chennai,54600.09,04-Sep-2024,035925,4718.02
T500224,C100560,01-01-1900,female,Jaipur,25797.87,25-Nov-2024,044358,5505.08
T504928,C100376,1973-09-05,,Delhi,,01-Nov-2024,211410,4736.29
T501951,C100347,13/10/1963,m,mumbai ,"37,311.99",2024-01-17,150617,478.62
T501040,C100649,1959-03-08,,DELHI,"Rs. 342,978.92",11-Feb-2024,150111,5996.74
T500428,C100795,1986-10-21,female,Pune,"Rs. 43,684.44",24/08/2024,235914,450.33
T505810,C100207,06/06/1974,m,DELHI,"Rs. 68,660.40",05-Jun-2024,180651,842.97
T501371,C100142,20-07-97,female,Jaipur,,2024-08-01,130440,3109.4
T503933,C100345,01-05-83,f,KOLKATA,12276.92,12/07/2024,191642,1455.83
T500684,C100775,25/07/1994,F,  Surat,45130.4,10/04/2024,143400,566.23
T500827,C100698,03/10/1986,M,mumbai ,"Rs. 186,379.37",13-Oct-2024,101359,7121.77
T503489,C100492,20-09-66,male,KOLKATA,"3,109.69",2024-12-12,000330,840.07
T500632,C100589,24-11-75,female,CHENNAI,"101,026.53",13-Dec-2024,041614,6500.35
T501241,C100496,13-02-86,f,  Surat,"11,471.41",08-Jan-2024,174536,439.01
T502525,C100730,1987-07-18,F,,25757.03,01/06/2024,202820,289.59
T501671,C100549,20/03/1985,F,DELHI,"92,675.90",04-Jun-2024,051703,874.32
T501460,C100174,1972-07-21,m,Bengaluru,97279.18,08-Jul-2024,172724,3232.83
T501397,C100264,1984-01-06,male,HYDERABAD,,17-Aug-2024,120009,"INR 8,784.75"
T501277,C100191,02-01-79,M,PUNE,"Rs. 70,003.54",24/02/2024,141857,INR 587.47
T503258,C100318,19/04/1976,,JAIPUR,"171,947.48",01/08/2024,204454,11160.81
T500745,C100400,17/12/1961,female,Pune,,19-Nov-2024,125328,3104.61
T501748,C100153,04-08-82,f,LUCKNOW,"379,373.89",18-Feb-2024,060016,4307.32
T500167,C100321,06-06-63,Male,Bangalore,66868.65,25-Mar-2024,174445,2072.79
T505072,C100200,07/09/1984,f,Pune,"99,008.06",23-Jun-2024,233706,6772.59
T500141,C100550,19/08/1986,f,Mumbai,"121,126.01",16/11/2024,032341,10662.16
T500804,C100354,1965-09-03,Male,Delhi,,2024-02-09,200411,726.13
T502008,C100185,1990-08-13,f,Kolkata,"Rs. 119,141.06",2024-05-31,200249,
T504384,C100535,12-02-81,f,CHENNAI,10577.18,2024-04-24,151132,2352.52
T503872,C100702,0000-00-00,Female,Mumbai,2914.57,11/10/2024,072000,282.36
T504753,C100508,21-11-89,male,JAIPUR,"Rs. 6,654.10",30/05/2024,124707,775.26
T502248,C100015,1994-04-22,M,MUMBAI,,2024-01-18,070406,866.05
T500454,C100645,02-11-81,m,,,2024-06-08,130624,10113.34
T505788,C100567,23-01-92,Female,NAGPUR,"Rs. 11,762.16",19/07/2024,150327,"INR 2,256.54"
T502031,C100519,1980-12-10,M,KOLKATA,103786.19,05-Jul-2024,202635,"INR 1,222.00"
T504082,C100019,0000-00-00,,Bengaluru,102437.46,28/02/2024,160518,4431.5
T503377,C100630,10-04-59,M,AHMEDABAD,,20-Oct-2024,214442,342.87
T500440,C100274,1973-07-26,Male,Kolkata,,19-Sep-2024,020658,17515.96
T504906,C100759,08-06-83,f,,,2024-08-20,114901,"INR 7,303.83"
T504200,C100254,08/06/1964,Female,Ahmedabad,184790.05,24-Jul-2024,164303,12110.76
T501827,C100693,11/10/1988,f,Jaipur,"247,886.54",06/02/2024,211424,5207.83
T505077,C100428,17-03-81,Male,Pune,"163,084.05",15/07/2024,015407,"INR -5,263.08"
T503272,C100349,,Female,PUNE,"397,135.49",19-Aug-2024,022804,"INR 4,450.42"
T503496,C100471,1963-03-11,Male,Bangalore,,10/12/2024,184249,-1312.05
T505163,C100741,24/04/1966,m,Kolkata,32097.85,2024-10-01,174204,1523.34
T500984,C100792,13-12-83,M,Bengaluru,147204.05,2024-09-22,122311,2037.64
T503784,C100625,1969-04-02,M,LUCKNOW,21865.24,20/03/2024,173441,2103.49
T501745,C100693,11/10/1988,f,Jaipur,"247,886.54",20-Jul-2024,144302,7432.64
T504408,C100283,1977-10-18,M,  Surat,"Rs. 54,219.80",25/03/2024,214745,852.54
T505433,C100733,2001-05-03,f,BANGALORE,"Rs. 244,077.09",30-Mar-2024,031721,1174.63
T504618,C100166,06-04-86,M,NAGPUR,"8,813.64",14/01/2024,065907,844.14
T502801,C100237,10-10-56,Male,PUNE,,04-Aug-2024,195614,9611.42
T501842,C100156,25-03-92,m,NAGPUR,"23,214.84",29/02/2024,080830,115.61
T503084,C100027,17-08-89,,AHMEDABAD,"Rs. 11,262.83",22-Apr-2024,220549,1689.93
T503899,C100176,03/08/2003,M,JAIPUR,"26,967.93",01/10/2024,201705,INR 443.33
T505336,C100522,20-07-55,Male,CHENNAI,"35,215.42",31-Oct-2024,144339,2549.78
T500376,C100346,22/08/1993,M,PUNE,"134,207.78",22/07/2024,045904,4053.32
T505776,C100344,1963-04-13,,,4994.06,16-Dec-2024,024052,INR 77.74
T500205,C100352,1998-03-02,F,DELHI,,05/10/2024,075204,"INR 7,221.00"
T502211,C100394,04-11-57,m,DELHI,27830.78,07/06/2024,100347,2490.43
T502194,C100491,1974-05-21,Female,Pune,"Rs. 8,845.00",11-Jan-2024,024337,INR 806.99
T501376,C100737,03/06/1961,f,Delhi,"Rs. 71,291.17",2024-09-06,165741,1867.58
T503514,C100748,05/07/1989,male,mumbai ,"Rs. 63,573.89",19-Sep-2024,024852,16087.7
T503354,C100471,1963-03-11,Male,Bangalore,,15-May-2024,061243,
T503862,C100760,14/03/1974,F,mumbai ,286147.6,2024-08-24,121738,19206.91
T503986,C100358,16-02-75,,Kolkata,"Rs. 25,096.75",19-Mar-2024,174904,2427.13
T503018,C100217,16-02-60,Male,Pune,"Rs. 18,308.71",2024-07-28,113533,3384.76
T502417,C100001,03/03/1976,,AHMEDABAD,"43,869.35",11/02/2024,160711,11005.4
T500418,C100039,13/06/1975,Female,BANGALORE,"Rs. 269,975.33",2024-12-23,054405,"INR 6,913.75"
T500283,C100406,09-01-59,Female,Chennai,"Rs. 70,730.83",16-Aug-2024,045403,1965.38
T500871,C100491,1974-05-21,Female,Pune,"Rs. 8,845.00",2024-02-07,182325,
T502145,C100488,25-03-77,m,BANGALORE,"29,268.42",21/08/2024,104212,229.42
T503653,C100651,02/01/1989,female,Chennai,"79,050.49",01-Apr-2024,233759,20417.77
T500354,C100126,14/08/1992,,JAIPUR,"Rs. 17,927.78",2024-06-07,063049,597.11
T503953,C100467,1981-10-18,male,PUNE,"Rs. 13,616.23",07/03/2024,131323,1414.94
T504858,C100570,1960-04-04,Female,Kolkata,8280.19,2024-04-05,065718,501.68
T505371,C100532,2004-12-08,M,Ahmedabad,,2024-10-07,062526,6590.13
T505847,C100659,2000-01-11,female,JAIPUR,86238.94,2024-05-19,061420,630.75
T505621,C100038,16/08/2001,M,Kolkata,38387.92,29-Nov-2024,162938,1267.77
T504121,C100515,13/10/1997,Male,CHENNAI,48437.97,29-Jan-2024,163556,8613.54
T505624,C100434,20-02-74,,HYDERABAD,17342.63,25-May-2024,050354,1010.1
T502873,C100792,13-12-83,M,Bengaluru,147204.05,2024-02-14,141921,980.83
T501596,C100377,07/07/1965,m,Bangalore,31307.17,13/11/2024,080614,1297.26
T504057,C100075,25/02/2001,F,HYDERABAD,13759.87,20-Mar-2024,025951,"INR 1,316.03"
T501469,C100114,22-09-77,Female,LUCKNOW,,26/03/2024,140439,
T505913,C100552,16-10-61,,Ahmedabad,34675.53,01/02/2024,074150,1598.62
T501601,C100283,1977-10-18,M,  Surat,"Rs. 54,219.80",2024-02-22,062608,2975.07
T505724,C100182,1997-04-19,F,CHENNAI,,08-Oct-2024,040200,"INR 1,853.93"
T502447,C100292,1/1/1800,female,MUMBAI,"9,547.79",05/08/2024,082942,735.4
T500458,C100180,1993-05-22,Female,Mumbai,19984.97,2024-04-28,225602,
T502023,C100300,1990-09-07,Male,Chennai,,27/02/2024,050415,
T505070,C100500,06-04-01,f,Pune,"34,173.25",2024-04-02,124512,62.27
T501638,C100347,13/10/1963,m,mumbai ,"37,311.99",15/10/2024,015421,INR 877.43
T502985,C100293,13-05-89,Male,BANGALORE,"10,023.20",2024-08-27,210008,848.62
T503031,C100529,1991-11-11,F,Bengaluru,"104,328.62",10/12/2024,063002,962.01
T504477,C100185,1990-08-13,f,Kolkata,"Rs. 119,141.06",2024-04-07,183230,7437.75
T500375,C100640,22/11/2003,male,AHMEDABAD,,28/12/2024,182752,2264.1
T503557,C100749,1/1/1800,m,Mumbai,"372,624.79",2024-05-06,203301,4415.65
T500883,C100596,1972-07-04,Male,mumbai ,"240,531.19",16-Nov-2024,031812,
T504128,C100093,15/10/1965,f,,"157,865.54",29/02/2024,123940,1461.57
T500691,C100708,27/01/1964,m,Kolkata,"48,367.85",2024-08-18,101618,1460.48
T503333,C100681,15/05/1967,female,LUCKNOW,"239,151.47",2024-02-14,185539,11407.45
T504051,C100458,27/05/1965,male,Jaipur,"Rs. 59,235.70",20-May-2024,151531,1227.69
T502763,C100468,04-04-68,Male,Chennai,84203.67,04/04/2024,024120,"INR 5,168.34"
T504109,C100289,09-03-04,m,JAIPUR,26392.12,21-Feb-2024,014617,157.99
T503617,C100334,05/05/1992,,Kolkata,"Rs. 92,365.78",03-Jan-2024,235124,2291.07
T500317,C100697,1969-10-22,male,Mumbai,,03/05/2024,181916,366.75
T502857,C100699,15/11/2003,female,KOLKATA,20709.46,2024-08-15,075156,"INR 3,039.89"
T504379,C100028,26/05/1973,,HYDERABAD,,06-Aug-2024,122540,6064.24
T501902,C100612,22-09-87,,JAIPUR,378740.24,15/03/2024,093304,1723.81
T504600,C100334,05/05/1992,,Kolkata,"Rs. 92,365.78",18/02/2024,232328,5805.01
T500508,C100067,2035-01-01,,JAIPUR,"Rs. 36,368.89",2024-08-06,035535,4821.74
T503771,C100538,1970-11-08,Male,Ahmedabad,,2024-11-29,080150,3243.97
T505292,C100122,23-09-97,male,  Surat,"15,789.94",2024-04-01,085339,INR 522.12
T502594,C100162,1997-09-24,m,Delhi,"Rs. 42,810.30",30/04/2024,151525,
T505954,C100514,1975-04-12,,KOLKATA,"Rs. 51,367.71",2024-10-17,004000,72.08
T503381,C100788,17/10/1965,male,Bengaluru,"Rs. 40,994.26",09/03/2024,233516,1289.04
T502906,C100658,1996-06-17,female,Chennai,"62,261.48",23-Aug-2024,042332,1132.31
T503877,C100658,1996-06-17,female,Chennai,"62,261.48",05/09/2024,184147,669.88
T505818,C100268,1990-09-10,F,Ahmedabad,24478.2,2024-02-26,075947,445.05
T500754,C100095,1980-11-25,Female,Ahmedabad,,2024-06-21,030409,170.26
T505366,C100589,24-11-75,female,CHENNAI,"101,026.53",06-Feb-2024,182814,5753.63
T501550,C100750,20-09-76,M,MUMBAI,"Rs. 140,121.33",24-Jan-2024,102450,6226.27
T505135,C100136,17/08/2002,,Ahmedabad,,2024-06-06,213427,12225.19
T500125,C100052,13-07-60,Female,MUMBAI,"Rs. 54,071.44",2024-12-06,090550,1790.42
T503529,C100254,08/06/1964,Female,Ahmedabad,184790.05,2024-12-18,223212,5562.99
T502174,C100151,1955-06-05,Male,Kolkata,"Rs. 83,391.84",01/03/2024,150728,7832.07
T503845,C100287,02-08-63,F,,"Rs. 2,589.86",2024-04-11,074524,1710.27
T501599,C100194,10/04/2004,Female,mumbai ,"Rs. 8,031.94",2024-11-28,134610,837.11
T501502,C100512,19/08/1986,m,,"Rs. 88,055.27",31-Aug-2024,171600,2412.48
T503693,C100438,20-05-72,F,Bengaluru,,03-Jan-2024,094208,1309.72
T505747,C100764,1966-06-14,M,Jaipur,62112.48,19/02/2024,064424,12827.94
T502014,C100117,24/02/1977,M,,"Rs. 29,662.35",05-Apr-2024,102456,50148.0
T502896,C100371,1960-12-25,m,Pune,10182.0,2024-10-22,015050,139.97
T504101,C100724,07-07-82,,Delhi,41634.26,2024-02-15,045252,610.16
T503742,C100740,22-08-78,F,JAIPUR,,2024-10-11,085345,"INR 1,771.11"
T503865,C100089,10-03-85,m,CHENNAI,,12-Aug-2024,013705,1979.0
T505489,C100187,1/1/1800,m,Bengaluru,2316.41,2024-11-15,202748,974.11
T501416,C100657,1974-02-08,male,Ahmedabad,"71,006.14",2024-06-10,221231,1164.54
T504747,C100743,1968-05-24,Male,,121700.99,11-Feb-2024,141657,499.91
T503647,C100150,10-08-01,f,KOLKATA,"Rs. 80,031.58",26/08/2024,000349,1535.9
T502555,C100103,14-02-91,,Delhi,,25/12/2024,155232,946.07
T504893,C100052,13-07-60,Female,MUMBAI,"Rs. 54,071.44",22-Jan-2024,160936,2392.05
T502292,C100780,21-03-63,Female,  Surat,1632.01,20/08/2024,021750,"INR 1,874.44"
T501168,C100701,1973-08-26,m,Delhi,26855.95,15/02/2024,020326,1457.51
T501415,C100625,1969-04-02,M,LUCKNOW,21865.24,07/05/2024,154356,1096.98
T503030,C100790,03/02/1994,female,Pune,"108,574.79",2024-09-12,092950,"INR 3,486.85"
T505603,C100626,1988-04-25,male,  Surat,,06/08/2024,183447,321.03
T500300,C100123,14-09-96,M,Hyderabad,24576.12,09/07/2024,063914,597.47
T505773,C100276,02/08/2000,,Jaipur,56892.89,2024-07-05,194955,859.47
T503677,C100608,1978-11-05,M,NAGPUR,"49,274.28",21-May-2024,211213,INR 658.88
T502866,C100242,14-05-91,male,HYDERABAD,"Rs. 103,866.17",27/08/2024,182704,1903.73
T505844,C100733,2001-05-03,f,BANGALORE,"Rs. 244,077.09",29/07/2024,235038,15002.68
T505821,C100584,27/02/1997,F,Chennai,"16,020.27",29/12/2024,201230,794.56
T504633,C100433,04/10/1963,m,mumbai ,11449.4,07/07/2024,114713,887.95
T503893,C100251,01/05/1957,Female,PUNE,19062.18,02/11/2024,102033,2327.45
T504829,C100258,26-05-00,Male,,"Rs. 16,944.13",21/02/2024,151928,1752.16
T504006,C100662,09-10-70,Male,Mumbai,64116.87,17/07/2024,195706,447.54
T500862,C100002,14/10/1990,female,BANGALORE,4740.87,2024-01-25,122142,931.39
T504520,C100682,1/1/1800,Female,NAGPUR,16190.39,27/01/2024,091733,2230.04
T501140,C100726,1966-04-07,m,KOLKATA,"Rs. 213,622.83",14-May-2024,083528,8849.01
T505075,C100698,03/10/1986,M,mumbai ,"Rs. 186,379.37",30-Mar-2024,181244,7198.96
T500935,C100648,03-09-71,F,HYDERABAD,"Rs. 9,700.19",2024-03-07,234307,371.07
T502358,C100371,1960-12-25,m,Pune,10182.0,23/11/2024,151353,32.06
T503224,C100517,2001-06-26,male,JAIPUR,"53,788.28",18/03/2024,160542,12704.47
T503903,C100385,04-09-86,female,PUNE,31830.7,23/05/2024,014245,6019.5
T502745,C100640,22/11/2003,male,AHMEDABAD,,25-Aug-2024,235557,2045.26
T500041,C100037,09-03-94,F,Delhi,"Rs. 33,340.33",2024-09-19,141103,600.76
T501933,C100042,1968-11-12,Male,mumbai ,41014.43,13-Sep-2024,111759,805.77
T503384,C100136,17/08/2002,,Ahmedabad,,2024-04-26,140746,7621.53
T503378,C100177,13-12-68,,AHMEDABAD,208320.55,31-May-2024,122322,2948.2
T502378,C100449,09-08-01,Male,CHENNAI,,16/12/2024,121951,1595.51
T505612,C100185,1990-08-13,f,Kolkata,"Rs. 119,141.06",2024-04-21,223850,3358.7
T504087,C100540,17-07-56,Female,HYDERABAD,73271.8,2024-07-18,032754,3618.78
T500928,C100321,06-06-63,Male,Bangalore,66868.65,2024-05-05,114415,1805.18
T501913,C100763,10/09/1994,m,MUMBAI,,2024-06-30,085756,745.36
T500281,C100659,2000-01-11,female,JAIPUR,86238.94,30-Aug-2024,031125,2475.17
T503829,C100663,24/03/1961,m,,"600,713.48",2024-09-04,030359,881.18
T501849,C100393,11/11/1981,F,Mumbai,"15,018.25",2024-01-16,095850,INR 400.69
T502784,C100028,26/05/1973,,HYDERABAD,,2024-03-24,200915,23637.43
T504559,C100503,12/08/1956,F,Pune,"146,446.03",21-Mar-2024,184146,5432.29
T501578,C100106,05-04-68,M,DELHI,"60,836.59",14-Oct-2024,181523,978.52
T500339,C100534,21/09/1980,Female,MUMBAI,,2024-11-05,020536,572936.0
T502509,C100318,19/04/1976,,JAIPUR,"171,947.48",2024-04-19,025243,19031.23
T500897,C100650,1969-08-17,f,Ahmedabad,88102.77,22-Oct-2024,120542,1056.08
T504134,C100314,12-01-04,m,Mumbai,,2024-03-17,140917,3097.24
T500178,C100432,23-09-63,f,Jaipur,,19/02/2024,073928,891.04
T504691,C100653,1965-06-07,f,AHMEDABAD,"Rs. 305,029.15",23-Sep-2024,224911,2220.28
T503131,C100177,13-12-68,,AHMEDABAD,208320.55,2024-07-30,023317,5582.46
T501067,C100726,1966-04-07,m,KOLKATA,"Rs. 213,622.83",21/04/2024,141233,8472.47
T500802,C100398,14-03-94,male,LUCKNOW,"Rs. 16,335.93",2024-01-28,012500,2938.1
T501918,C100523,03/02/2003,Male,BANGALORE,11576.66,24/04/2024,054303,3364.98
T503747,C100750,20-09-76,M,MUMBAI,"Rs. 140,121.33",2024-08-21,203143,1403.09
T504364,C100540,17-07-56,Female,HYDERABAD,73271.8,2024-02-16,060716,368.94
T500125,C100052,13-07-60,Female,MUMBAI,"Rs. 54,071.44",2024-12-06,090550,1790.42
T500206,C100185,1990-08-13,f,Kolkata,"Rs. 119,141.06",2024-09-03,213203,6207.24
T500451,C100671,18/02/1957,M,mumbai ,60107.96,14/06/2024,034007,1389.32
T503303,C100347,13/10/1963,m,mumbai ,"37,311.99",08/07/2024,084317,2302.28
T500069,C100148,1980-12-03,f,Chennai,,21/03/2024,040357,6691.61
T502385,C100573,1976-01-19,male,Hyderabad,41943.84,15-Jul-2024,221417,11349.98
T505157,C100091,1994-12-19,f,Kolkata,138944.05,2024-09-05,124553,3362.79
T505769,C100448,1996-08-17,female,MUMBAI,1576.53,2024-03-13,180326,121.63
T504876,C100215,25-01-62,Male,Jaipur,51679.23,04/07/2024,135216,8236.78
T504803,C100457,23/11/1991,M,Hyderabad,"46,885.90",04-Jan-2024,192348,27.58
T504870,C100147,17-03-97,male,Mumbai,"34,392.46",15-Oct-2024,165125,29911.42
T504768,C100400,17/12/1961,female,Pune,,2024-06-16,181639,2525.98
T502166,C100021,1996-01-24,m,Hyderabad,51078.01,13-Apr-2024,232243,4432.75
T505373,C100106,05-04-68,M,DELHI,"60,836.59",24/04/2024,161235,2731.12
T505989,C100593,09-05-75,Male,Ahmedabad,77632.67,30/04/2024,013016,16744.47
T500858,C100277,06-08-78,F,Bengaluru,63815.79,2024-10-25,045629,1396.21
T503060,C100347,13/10/1963,m,mumbai ,"37,311.99",09/08/2024,010958,2872.54
T504628,C100449,09-08-01,Male,CHENNAI,,08-Jun-2024,171114,12053.65
T504412,C100535,12-02-81,f,CHENNAI,10577.18,26/04/2024,014610,1069.35
T500296,C100421,1985-01-17,Male,Chennai,"123,501.29",24-Aug-2024,212330,"INR 5,772.13"
T505328,C100513,1992-06-02,F,Bengaluru,14786.27,04/06/2024,130423,554.46
T502867,C100153,04-08-82,f,LUCKNOW,"379,373.89",2024-05-03,220058,6781.55
T501358,C100170,25-08-86,Male,Delhi,36174.63,14/05/2024,020524,
T504151,C100245,12/03/1955,M,PUNE,"Rs. 7,617.01",2024-06-13,152922,1006.48
T502168,C100538,1970-11-08,Male,Ahmedabad,,25/05/2024,082020,2878.81
T501000,C100243,26-10-81,male,Ahmedabad,16321.79,21/09/2024,165806,4772.62
T502943,C100509,1977-09-18,m,BANGALORE,26256.74,27-Jul-2024,092254,6689.63
T503675,C100127,24/03/1957,Male,Jaipur,,01-Apr-2024,055226,362.2
T503610,C100545,14/11/1965,F,Mumbai,76933.29,24-Oct-2024,092806,
T505947,C100031,04-11-77,,DELHI,,03/06/2024,192840,1138.81
T504842,C100583,03-06-58,male,NAGPUR,"71,828.00",20-Dec-2024,220521,7675.83
T504795,C100173,2003-09-18,Female,PUNE,"Rs. 28,296.42",28/01/2024,203825,"INR 1,046.34"
T502543,C100458,27/05/1965,male,Jaipur,"Rs. 59,235.70",03/04/2024,055857,502.09
T504485,C100153,04-08-82,f,LUCKNOW,"379,373.89",03/09/2024,141320,"INR 10,755.45"
T502090,C100306,23/04/1967,male,PUNE,63186.77,02/12/2024,145557,1268.1
T501604,C100112,1984-02-13,,CHENNAI,,2024-01-09,142239,112.15
T504637,C100264,1984-01-06,male,HYDERABAD,,2024-01-30,195753,15683.51
T501255,C100240,24/12/2003,M,mumbai ,"58,083.30",16-Jul-2024,014855,INR 549.90
T502154,C100705,03/12/1964,f,Bengaluru,"92,850.20",2024-03-27,051954,"INR 3,362.03"
T501287,C100244,24-09-83,female,DELHI,,2024-06-29,165423,1889.92
T502872,C100001,03/03/1976,,AHMEDABAD,"43,869.35",2024-04-08,024334,7100.98
T504335,C100255,1959-12-07,female,PUNE,,01-Nov-2024,213244,3437.03
T502320,C100184,10-07-88,f,BANGALORE,45597.09,13/09/2024,041902,764.39
T503658,C100045,0000-00-00,m,,"Rs. 50,615.70",20-Jul-2024,173132,2415.93
T503868,C100450,1992-01-17,F,DELHI,"111,417.27",2024-08-10,082455,4707.75
T505589,C100380,16-03-60,Female,DELHI,,10-Oct-2024,105329,1631.87
T501022,C100543,25/02/1989,M,Chennai,"Rs. 28,641.23",24-Mar-2024,125110,7543.15
T503655,C100368,1991-10-16,F,Jaipur,"144,315.15",19-Jun-2024,230907,1023.15
T502665,C100743,1968-05-24,Male,,121700.99,28-Feb-2024,041833,502.98
T501812,C100333,18-03-86,F,LUCKNOW,,23-May-2024,022540,4837.03
T505551,C100176,03/08/2003,M,JAIPUR,"26,967.93",03/06/2024,013736,1486.45
T505696,C100696,18/05/1975,m,,295142.68,2024-12-14,052201,"INR 14,097.60"
T503305,C100349,,Female,PUNE,"397,135.49",29-Mar-2024,055724,12547.24
T503184,C100155,2035-01-01,m,Chennai,,03/05/2024,045739,6028.82
T505021,C100475,01-01-1900,Female,Bengaluru,"89,827.75",01/08/2024,014821,1098.92
T505276,C100622,1963-04-08,male,Pune,"114,620.95",18-Mar-2024,161709,3282.16
T504242,C100065,18/02/2001,M,Delhi,55990.05,2024-05-10,035951,12320.03
T503135,C100368,1991-10-16,F,Jaipur,"144,315.15",23/10/2024,165901,2069.67
T500836,C100186,06-11-74,F,HYDERABAD,"Rs. 25,324.25",26/03/2024,002944,886.66
T501770,C100550,19/08/1986,f,Mumbai,"121,126.01",2024-03-03,221009,"INR 5,347.90"
T501379,C100476,1964-07-27,female,PUNE,66112.87,06-Jan-2024,203139,699.93
T500545,C100471,1963-03-11,Male,Bangalore,,2024-10-12,121836,4792.98
T500515,C100473,03-04-82,female,Bengaluru,,31/03/2024,162713,1705.28
T502409,C100658,1996-06-17,female,Chennai,"62,261.48",2024-08-24,174757,330.74
T505094,C100349,,Female,PUNE,"397,135.49",17-Aug-2024,062220,13595.67
T504396,C100357,06/01/1977,female,MUMBAI,76877.42,25/11/2024,032159,1426.33
T503580,C100021,1996-01-24,m,Hyderabad,51078.01,07-Mar-2024,002034,2580.94
T504511,C100175,1997-06-09,,Jaipur,"66,674.74",27-May-2024,193045,1489.48
T501285,C100179,18-09-93,female,BANGALORE,"4,962.98",09-Jan-2024,093550,963.99
T505607,C100505,1963-06-02,Male,MUMBAI,"8,165.64",18/02/2024,160742,132.81
T501979,C100378,06-11-03,m,CHENNAI,,19-Jan-2024,054629,11485.34
T503866,C100275,04/05/1965,female,BANGALORE,"175,954.66",01-May-2024,075625,131.04
T505911,C100636,07/07/1969,female,  Surat,"Rs. 52,253.95",17/08/2024,223726,1193.58
T500268,C100327,1959-06-23,,Bangalore,,05/03/2024,072431,1176.98
T505706,C100346,22/08/1993,M,PUNE,"134,207.78",2024-10-14,051849,18627.46
T500017,C100637,09-04-89,F,PUNE,,30/04/2024,052401,9268.72
T502621,C100385,04-09-86,female,PUNE,31830.7,2024-04-19,063125,3877.52
T501151,C100093,15/10/1965,f,,"157,865.54",2024-01-06,214044,"INR 17,817.50"
T500778,C100581,10/01/1991,M,Bengaluru,"Rs. 13,752.63",09/08/2024,191723,245.73
T504617,C100776,1964-07-01,female,Bangalore,"Rs. 31,244.52",17/11/2024,115810,3472.62
T504567,C100010,1989-06-09,f,Kolkata,"Rs. 239,001.20",13-Jan-2024,184344,24121.02
T500252,C100792,13-12-83,M,Bengaluru,147204.05,2024-08-20,163014,1199.53
T500643,C100504,1999-12-20,M,Jaipur,97634.59,18-Apr-2024,193855,"INR 13,432.33"
T501504,C100651,02/01/1989,female,Chennai,"79,050.49",2024-09-14,085236,7366.31
T504448,C100136,17/08/2002,,Ahmedabad,,05/05/2024,024727,14964.61
T505951,C100353,2001-08-12,m,Pune,,2024-12-01,041658,1526.54
T504292,C100790,03/02/1994,female,Pune,"108,574.79",2024-08-12,203546,3494.91
T502270,C100134,1959-04-17,Male,HYDERABAD,12808.18,15/03/2024,103310,59.5
T501202,C100185,1990-08-13,f,Kolkata,"Rs. 119,141.06",03/12/2024,150125,4456.62
T502160,C100121,,,DELHI,,2024-06-19,035420,1524.59
T505835,C100428,17-03-81,Male,Pune,"163,084.05",19/06/2024,161159,5483.61
