CustomerID,Recency,Frequency,Monetary,AvgTransactionAmount,AccountBalance,Age,Gender,Gender_Male,Cluster
C100782,25,7,288898.3199999997,41271.18857142853,34036.97,64.5,Female,0,0
C100783,286,2,1915.29,957.645,23913.12,25.0,Male,1,1
C100784,11,3,4929.91,1643.3033333333333,83499.01,47.9,Male,1,1
C100785,5,9,30252.87,3361.43,102157.68,24.4,Male,1,1
C100786,215,1,426.14,426.14,296.87,64.8,Female,0,1
C100787,221,3,1635.53,545.1766666666666,16021.57,27.2,Female,0,1
C100788,27,14,38942.69,2781.6207142857143,40994.26,58.7,Male,1,1
C100789,17,6,5465.75,910.9583333333334,52253.94999999999,52.4,Female,0,1
C100790,1,15,32304.01,2153.6006666666667,108574.79,30.4,Female,0,1
C100791,15,12,115090.11,9590.8425,91747.27999999998,37.7,Female,0,0
C100792,45,10,19874.01,1987.4010000000003,147204.05,40.5,Male,1,1
C100794,24,10,18592.42,1859.242,32969.19,65.0,Female,0,1
C100795,23,9,4941.52,549.0577777777778,43684.44,37.7,Female,0,1
C100796,60,13,23280.67,1790.8207692307692,22196.84,39.5,Female,0,1
C100797,52,8,6368.1900000000005,796.0237500000001,21946.42,39.9,Female,0,1
C100798,22,8,7505.5,938.1875,17004.51,24.4,Male,1,1
C100799,337,1,557.99,557.99,3284.9,67.5,Male,1,1
