TransactionID,CustomerID,CustomerDOB,CustGender,CustLocation,CustAccountBalance,TransactionDate,TransactionTime,TransactionAmount (INR),Age
T505746,C100447,1994-09-02,Male,Ahmedabad,11950.03,2024-12-19,42701,404.08,29.8
T505572,C100645,1981-11-02,Male,Unknown,47693.35,2024-05-05,13404,3726.69,42.7
T503055,C100016,1956-02-07,Female,Mumbai,21454.12,2024-04-10,40947,865.99,68.4
T500032,C100210,1956-12-04,Female,Delhi,112806.44,2024-07-15,190157,5240.68,67.6
T504958,C100575,,Male,Jaipur,28676.46,2024-01-20,153603,708.78,40.7
T500114,C100316,1994-03-18,Male,Mumbai,11959.24,2024-01-13,60605,1070.34,30.3
T504434,C100774,,Female,Pune,10948.71,2024-02-02,123030,1905.1,40.7
T504297,C100695,,Male,Unknown,26555.71,2024-11-23,195153,7625.26,40.7
T502288,C100054,,Female,Ahmedabad,2705.17,2024-09-08,182523,701.29,40.7
T500820,C100593,,Male,Ahmedabad,77632.67,2024-05-24,184319,8785.71,40.7
T502249,C100402,2003-11-06,Male,Delhi,104593.33,2024-12-24,114715,2273.97,20.6
T505423,C100161,1999-05-26,Male,Lucknow,68566.76,2024-11-25,154705,486.78,25.1
T500586,C100092,2000-06-15,Male,Ahmedabad,47693.35,2024-03-17,135915,10543.35,24.0
T501347,C100731,1992-02-17,Male,Hyderabad,47693.35,2024-09-28,2741,967.5,32.4
T501098,C100576,,Female,Nagpur,52253.95,2024-10-05,153236,382.83,40.7
T501363,C100254,1964-06-08,Female,Ahmedabad,184790.05,2024-10-31,22453,8120.69,60.1
T500393,C100600,1981-01-05,Female,Jaipur,67373.79,2024-09-04,121718,1077.83,43.5
T501515,C100141,1986-10-20,Unknown,Mumbai,160886.94,2024-11-04,10717,6695.45,37.7
T504278,C100302,1974-11-07,Female,Pune,45783.91,2024-02-23,225004,1356.04,49.6
T505510,C100116,1960-09-25,Female,Pune,220401.55,2024-12-19,173536,23636.58,63.8
T503165,C100065,2001-02-18,Male,Delhi,55990.05,2024-01-01,43141,2352.04,23.4
T502445,C100035,1992-05-22,Male,Mumbai,47693.35,2024-05-05,1628,470.52,32.1
T501851,C100307,2004-10-07,Male,Lucknow,43413.56,2024-04-04,135144,1151.16,19.7
T501522,C100229,2004-07-25,Female,Chennai,47420.96,2024-02-22,50229,2540.47,19.9
T502328,C100688,2001-10-21,Male,Hyderabad,28109.11,2024-06-13,33209,162.92,22.7
T500217,C100572,1969-12-09,Female,Mumbai,8282.21,2024-08-29,71440,305.81,54.6
T504488,C100503,1956-08-12,Female,Pune,146446.03,2024-01-10,202145,4661.31,67.9
T501709,C100377,1965-07-07,Male,Bangalore,31307.17,2024-03-09,22407,3296.26,59.0
T500983,C100355,1977-08-11,Male,Pune,47693.35,2024-10-04,43717,18168.0,46.9
T500189,C100497,,Male,Hyderabad,28147.07,2024-09-29,182317,2977.9,40.7
T505634,C100389,1975-07-12,Female,Kolkata,52253.95,2024-05-05,133340,3280.86,49.0
T505162,C100624,1991-03-23,Female,Kolkata,34075.98,2024-02-04,203737,3101.47,33.3
T501621,C100637,1989-04-09,Female,Pune,52253.95,2024-08-25,114642,319.78,35.2
T500553,C100578,1972-02-22,Male,Hyderabad,68047.49,2024-04-13,125837,5429.24,52.4
T505286,C100140,1964-06-15,Unknown,Kolkata,699519.01,2024-05-25,181500,1214.54,60.0
T504153,C100578,1972-02-22,Male,Hyderabad,68047.49,2024-04-09,21515,4464.32,52.4
T504712,C100437,1977-05-10,Female,Pune,58587.83,2024-09-28,141653,3024.47,47.1
T501380,C100344,1963-04-13,Unknown,Unknown,4994.06,2024-04-22,133147,953.13,61.2
T503547,C100588,2003-09-24,Unknown,Kolkata,10922.29,2024-12-26,154111,2624.22,20.8
T501253,C100569,1967-08-06,Unknown,Kolkata,51367.71,2024-12-13,190130,6123.79,56.9
T503727,C100087,1996-06-22,Male,Mumbai,47693.35,2024-01-05,44333,3035.99,28.0
T503341,C100337,1987-03-24,Female,Ahmedabad,120535.8,2024-05-18,193811,1442.1,37.3
T504209,C100690,,Male,Bangalore,120392.94,2024-09-03,163031,5980.62,40.7
T504223,C100261,1960-11-11,Unknown,Ahmedabad,4697.32,2024-01-02,212006,2057.3999999999996,63.6
T504424,C100157,1964-04-06,Male,Pune,47693.35,2024-12-03,72447,1979.83,60.2
T502787,C100790,1994-02-03,Female,Pune,108574.79,2024-02-27,223209,1070.14,30.4
T505446,C100387,1977-02-16,Male,Kolkata,20501.21,2024-01-13,162938,22535.29,47.4
T504310,C100211,1976-08-07,Unknown,Ahmedabad,98676.94,2024-07-25,140656,2907.69,47.9
T500404,C100389,1975-07-12,Female,Kolkata,52253.95,2024-03-17,233910,7076.09,49.0
T501783,C100213,1989-03-26,Female,Kolkata,16101.96,2024-01-04,173642,1560.38,35.3
T500666,C100079,2004-07-20,Male,Delhi,80811.92,2024-08-13,133826,657.86,19.9
T503600,C100391,1973-06-01,Female,Jaipur,18082.92,2024-08-17,80636,1684.48,51.1
T502679,C100348,,Male,Bengaluru,3185.17,2024-04-24,102326,555.65,40.7
T501413,C100049,2002-11-07,Female,Pune,26295.53,2024-12-14,201014,2031.55,21.6
T503766,C100581,1991-01-10,Male,Bengaluru,13752.63,2024-06-16,33021,1055.38,33.5
T500528,C100726,1966-07-04,Male,Kolkata,213622.83,2024-07-27,51214,5042.76,58.0
T501386,C100729,,Male,Lucknow,264299.97,2024-04-29,195956,2057.3999999999996,40.7
T504863,C100413,1975-06-17,Male,Chennai,47693.35,2024-04-07,164032,602.41,49.0
T503604,C100659,2000-11-01,Female,Jaipur,86238.94,2024-04-01,84440,171292.0,23.7
T502060,C100195,1999-11-25,Female,Lucknow,52253.95,2024-10-03,195807,1169.75,24.6
T500485,C100319,1956-01-12,Female,Mumbai,418468.01,2024-07-05,30841,8457.5,68.5
T505972,C100415,1964-08-05,Male,Bangalore,81774.91,2024-07-25,10240,1648.04,59.9
T504700,C100750,1976-09-20,Male,Mumbai,140121.33,2024-02-24,120404,15472.04,47.8
T505980,C100288,1992-09-08,Unknown,Ahmedabad,35907.23,2024-08-24,63854,203.24,31.8
T504972,C100517,2001-06-26,Male,Jaipur,53788.28,2024-04-07,92907,7471.01,23.0
T503619,C100731,1992-02-17,Male,Hyderabad,47693.35,2024-02-06,33342,3623.74,32.4
T503758,C100423,2004-10-23,Male,Chennai,138103.22,2024-08-26,85829,2306.19,19.7
T502781,C100593,,Male,Ahmedabad,77632.67,2024-10-18,183544,14862.76,40.7
T505723,C100689,2001-09-03,Female,Mumbai,5503.87,2024-01-24,74312,959.27,22.8
T502917,C100068,2003-08-22,Unknown,Bengaluru,51367.71,2024-09-23,13731,335.06,20.9
T505184,C100715,1966-07-01,Male,Ahmedabad,5484.47,2024-10-20,2006,2057.3999999999996,58.0
T504564,C100317,1983-03-05,Unknown,Surat,27760.8,2024-02-19,200506,185.93,41.3
T505451,C100080,1998-05-06,Male,Bangalore,772078.46,2024-08-06,195801,8048.87,26.2
T505044,C100045,,Male,Unknown,50615.7,2024-01-24,193518,2014.65,40.7
T501597,C100056,1973-08-20,Male,Chennai,116022.67,2024-10-12,113250,1069.46,50.9
T504132,C100412,1985-10-02,Unknown,Mumbai,21748.09,2024-03-23,35718,2341.98,38.7
T500598,C100285,1991-08-17,Female,Pune,63464.25,2024-01-06,43206,2824.78,32.9
T500158,C100622,1963-08-04,Male,Pune,114620.95,2024-04-03,102847,2057.3999999999996,60.9
T503401,C100575,,Male,Jaipur,28676.46,2024-06-16,124743,1292.17,40.7
T501467,C100092,2000-06-15,Male,Ahmedabad,47693.35,2024-04-20,200014,403.26,24.0
T505823,C100702,,Female,Mumbai,2914.57,2024-12-01,195527,1929.39,40.7
T503830,C100726,1966-07-04,Male,Kolkata,213622.83,2024-10-18,133249,11869.58,58.0
T503481,C100739,1975-09-21,Female,Jaipur,6681.5,2024-10-08,185529,805.27,48.8
T503671,C100101,1978-06-19,Male,Hyderabad,10568.41,2024-02-15,182234,752.6,46.0
T504268,C100318,1976-04-19,Unknown,Jaipur,171947.48,2024-01-09,192446,3163.43,48.2
T503505,C100638,1986-09-15,Female,Chennai,39836.78,2024-07-13,185316,2860.81,37.8
T500522,C100697,1969-10-22,Male,Mumbai,47693.35,2024-07-11,42351,1165.27,54.7
T501123,C100141,1986-10-20,Unknown,Mumbai,160886.94,2024-12-16,222525,9723.01,37.7
T505534,C100673,1973-06-09,Female,Chennai,36146.52,2024-05-31,91458,485.96,51.1
T500226,C100199,1983-08-12,Male,Mumbai,71799.72,2024-10-01,204830,7519.21,40.9
T501028,C100614,1968-08-13,Male,Chennai,11618.4,2024-06-12,30415,309.76,55.9
T503707,C100150,2001-08-10,Female,Kolkata,80031.58,2024-01-19,120714,1920.86,22.9
T500555,C100400,1961-12-17,Female,Pune,52253.95,2024-12-09,123559,4558.05,62.5
T505971,C100325,1983-11-25,Male,Jaipur,47693.35,2024-08-03,203225,818.68,40.6
T503670,C100544,,Unknown,Kolkata,3308.23,2024-08-23,121356,121.25,40.7
T504463,C100695,,Male,Unknown,26555.71,2024-11-10,71217,2034.34,40.7
T505949,C100030,2003-10-13,Male,Delhi,14152.67,2024-01-21,185049,607.24,20.7
T503768,C100046,1985-11-27,Female,Delhi,4232.4,2024-05-02,92517,425.08,38.6
T502920,C100681,1967-05-15,Female,Lucknow,239151.47,2024-06-05,24656,415.41,57.1
T503624,C100352,1998-02-03,Female,Delhi,52253.95,2024-08-14,92402,2181.84,26.4
T505221,C100657,1974-08-02,Male,Ahmedabad,71006.14,2024-06-28,72819,1145.92,49.9
T502345,C100509,1977-09-18,Male,Bangalore,26256.74,2024-08-24,41411,421.31,46.8
T503506,C100151,1955-05-06,Male,Kolkata,83391.84,2024-03-08,14157,9164.99,69.2
T501958,C100104,1987-03-19,Female,Unknown,20769.58,2024-12-16,125558,474.71,37.3
T503983,C100513,1992-02-06,Female,Bengaluru,14786.27,2024-07-25,161532,2136.08,32.4
T500707,C100740,1978-08-22,Female,Jaipur,52253.95,2024-11-07,104900,3012.6,45.9
T505197,C100342,1969-06-07,Male,Surat,9262.22,2024-06-08,75418,1617.55,55.1
T505767,C100638,1986-09-15,Female,Chennai,39836.78,2024-07-11,181713,5245.05,37.8
T504796,C100028,1973-05-26,Unknown,Hyderabad,51367.71,2024-05-08,64728,1002.55,51.1
T505293,C100513,1992-02-06,Female,Bengaluru,14786.27,2024-03-21,63906,1392.69,32.4
T501171,C100721,1984-04-01,Female,Delhi,9140.35,2024-01-05,5558,526.87,40.2
T501455,C100580,1993-07-18,Female,Mumbai,29452.82,2024-02-10,50131,1776.25,31.0
T502776,C100435,1982-06-13,Unknown,Delhi,58275.09,2024-08-24,112735,2057.3999999999996,42.0
T505887,C100150,2001-08-10,Female,Kolkata,80031.58,2024-03-03,211411,2733.43,22.9
T505358,C100650,1969-08-17,Female,Ahmedabad,88102.77,2024-07-01,201638,1790.11,54.9
T505867,C100331,1984-04-09,Male,Delhi,139917.52,2024-03-02,63943,13145.53,40.2
T502676,C100790,1994-02-03,Female,Pune,108574.79,2024-12-02,61336,56.12,30.4
T504360,C100225,1991-10-09,Male,Chennai,181650.06,2024-06-29,223528,8029.24,32.7
T500326,C100101,1978-06-19,Male,Hyderabad,10568.41,2024-12-25,52932,1187.0,46.0
T503339,C100185,1990-08-13,Female,Kolkata,119141.06,2024-02-22,170127,2701.65,33.9
T500476,C100780,,Female,Surat,1632.01,2024-01-11,81128,181.68,40.7
T504631,C100244,1983-09-24,Female,Delhi,52253.95,2024-09-14,200110,1148.9,40.8
T505379,C100650,1969-08-17,Female,Ahmedabad,88102.77,2024-03-17,124417,2938.82,54.9
T503914,C100503,1956-08-12,Female,Pune,146446.03,2024-09-13,15017,8467.42,67.9
T502512,C100072,1987-07-07,Female,Bengaluru,13636.68,2024-08-08,62914,1032.0,37.0
T503930,C100173,2003-09-18,Female,Pune,28296.42,2024-01-05,211457,18937.93,20.8
T500103,C100225,1991-10-09,Male,Chennai,181650.06,2024-03-29,84319,7084.67,32.7
T505710,C100099,1959-04-20,Female,Ahmedabad,5650.19,2024-12-03,222117,633.41,65.2
T501419,C100163,1970-08-04,Male,Kolkata,3126.03,2024-06-25,31426,253.79,53.9
T503555,C100714,1967-02-19,Male,Bengaluru,13233.37,2024-10-22,131150,1817.66,57.4
T503423,C100739,1975-09-21,Female,Jaipur,6681.5,2024-10-08,124502,1653.6,48.8
T504848,C100364,2001-10-09,Unknown,Delhi,32532.99,2024-01-24,1638,695.39,22.7
T500523,C100597,1972-09-02,Female,Pune,30467.88,2024-08-17,235631,3507.18,51.8
T500992,C100023,1975-05-12,Male,Hyderabad,5699.11,2024-08-07,50425,932.22,49.1
T505481,C100450,1992-01-17,Female,Delhi,111417.27,2024-11-08,111617,3927.7,32.5
T501830,C100763,1994-09-10,Male,Mumbai,47693.35,2024-07-07,183513,849.56,29.8
T505579,C100764,1966-06-14,Male,Jaipur,62112.48,2024-12-19,141503,5472.33,58.0
T502606,C100661,1965-06-14,Unknown,Jaipur,105161.33,2024-08-30,75218,2675.96,59.0
T500730,C100438,,Female,Bengaluru,52253.95,2024-08-31,132143,3335.81,40.7
T500066,C100053,1970-05-11,Female,Delhi,22837.27,2024-06-02,42727,1905.14,54.1
T504072,C100707,1993-12-17,Female,Delhi,19040.78,2024-11-14,194438,1721.57,30.5
T504171,C100347,1963-10-13,Male,Mumbai,37311.99,2024-03-27,84452,214182.00000000003,60.7
T504711,C100644,1991-12-17,Male,Pune,10681.0,2024-02-17,200825,491.6,32.5
T504333,C100419,,Male,Delhi,26055.1,2024-12-08,233312,785.53,40.7
T501939,C100284,1987-04-12,Male,Lucknow,21229.49,2024-05-04,144117,2057.3999999999996,37.2
T502666,C100757,,Unknown,Nagpur,128307.71,2024-11-08,71432,4172.53,40.7
T501396,C100063,2001-02-14,Female,Chennai,67715.0,2024-07-16,225324,2057.3999999999996,23.4
T502868,C100664,1987-01-09,Unknown,Mumbai,99475.96,2024-12-27,130736,1343.48,37.5
T500751,C100081,1987-07-26,Male,Lucknow,8629.03,2024-04-04,1738,85.95,36.9
T500885,C100736,1994-08-24,Male,Mumbai,21365.93,2024-06-15,150712,2315.19,29.9
T500488,C100143,1981-07-23,Male,Pune,241385.44,2024-07-25,100912,2684.74,42.9
T503317,C100044,1962-08-19,Male,Hyderabad,43950.32,2024-05-09,193559,3162.12,61.9
T501016,C100522,,Male,Chennai,35215.42,2024-04-07,131735,1918.56,40.7
T502106,C100333,1986-03-18,Female,Lucknow,52253.95,2024-11-27,201642,3992.7,38.3
T504452,C100716,,Female,Unknown,240805.5,2024-11-01,114522,27992.24,40.7
T502724,C100208,,Female,Bangalore,16479.19,2024-08-06,122625,2447.87,40.7
T505817,C100363,1995-11-08,Male,Surat,6950.01,2024-05-08,65113,2605.0,28.6
T505060,C100418,1960-01-14,Unknown,Hyderabad,51367.71,2024-08-10,82718,8563.6,64.5
T502319,C100319,1956-01-12,Female,Mumbai,418468.01,2024-05-23,42343,1189.02,68.5
T502003,C100517,2001-06-26,Male,Jaipur,53788.28,2024-10-09,215924,1907.68,23.0
T505388,C100200,1984-09-07,Female,Pune,99008.06,2024-04-12,195909,3191.05,39.8
T503739,C100700,1988-03-06,Male,Pune,47693.35,2024-02-25,192926,450.36,36.3
T500702,C100635,1998-07-13,Male,Delhi,20087.81,2024-01-17,55941,1792.58,26.0
T500617,C100655,,Unknown,Surat,24838.77,2024-02-27,2008,1022.71,40.7
T501724,C100251,1957-05-01,Female,Pune,19062.18,2024-05-31,3410,3264.69,67.2
T500010,C100731,1992-02-17,Male,Hyderabad,47693.35,2024-12-15,101144,1041.37,32.4
T504068,C100264,1984-06-01,Male,Hyderabad,47693.35,2024-08-20,192007,14833.21,40.1
T502200,C100038,2001-08-16,Male,Kolkata,38387.92,2024-07-26,5300,7203.54,22.9
T502097,C100109,,Male,Mumbai,83476.96,2024-11-14,195827,1621.24,40.7
T500978,C100026,1980-06-13,Female,Bangalore,42425.02,2024-05-07,84719,2630.46,44.0
T502272,C100548,1982-08-07,Female,Nagpur,53292.45,2024-10-31,10133,385.45,41.9
T505391,C100535,1981-02-12,Female,Chennai,10577.18,2024-01-20,81345,2192.11,43.4
T500774,C100355,1977-08-11,Male,Pune,47693.35,2024-10-30,13125,449.77,46.9
T500759,C100187,,Male,Bengaluru,2316.41,2024-07-14,203101,774.95,40.7
T503079,C100616,1998-12-12,Male,Lucknow,68502.33,2024-04-13,75957,2735.25,25.5
T501611,C100413,1975-06-17,Male,Chennai,47693.35,2024-02-26,100137,2328.47,49.0
T500936,C100242,1991-05-14,Male,Hyderabad,103866.17,2024-12-09,50016,1363.83,33.1
T502220,C100670,1983-10-26,Female,Mumbai,371867.09,2024-06-20,74713,9009.49,40.7
T505608,C100394,,Male,Delhi,27830.78,2024-02-07,20158,238.89,40.7
T502075,C100170,1986-08-25,Male,Delhi,36174.63,2024-03-22,12311,2462.65,37.8
T505934,C100697,1969-10-22,Male,Mumbai,47693.35,2024-09-24,64229,3692.34,54.7
T500110,C100769,1990-07-04,Female,Chennai,29909.5,2024-07-01,45845,479.45,34.0
T505152,C100152,2001-12-26,Unknown,Jaipur,4579.54,2024-08-19,80502,2057.3999999999996,22.5
T505260,C100051,1976-02-21,Male,Pune,169367.84,2024-03-05,202412,6625.71,48.4
T504302,C100792,1983-12-13,Male,Bengaluru,147204.05,2024-10-10,73354,1311.36,40.5
T502992,C100292,,Female,Mumbai,9547.79,2024-06-10,4320,1707.7,40.7
T500490,C100565,2004-09-19,Female,Bangalore,67225.87,2024-06-16,102434,2057.3999999999996,19.8
T501190,C100526,,Female,Jaipur,1965.12,2024-05-18,52531,549.89,40.7
T501089,C100779,,Female,Kolkata,297969.29,2024-05-16,205734,4113.01,40.7
T504506,C100600,1981-01-05,Female,Jaipur,67373.79,2024-12-19,192136,1989.94,43.5
T501479,C100753,1958-12-05,Male,Ahmedabad,47693.35,2024-07-02,44357,1509.69,65.6
T503846,C100306,1967-04-23,Male,Pune,63186.77,2024-06-27,120459,221.14,57.2
T503201,C100329,1958-11-08,Male,Ahmedabad,37113.65,2024-12-10,235738,2929.56,65.6
T504865,C100691,1998-08-13,Male,Pune,47693.35,2024-09-03,172432,1557.57,25.9
T501906,C100605,,Male,Lucknow,79326.66,2024-08-15,102324,3702.93,40.7
T505906,C100512,1986-08-19,Male,Unknown,88055.27,2024-08-31,62941,8014.37,37.9
T503047,C100392,1981-08-02,Female,Bangalore,52253.95,2024-01-06,22157,2501.7,42.9
T501298,C100729,,Male,Lucknow,264299.97,2024-11-14,232602,10528.91,40.7
T502072,C100763,1994-09-10,Male,Mumbai,47693.35,2024-10-09,55221,8059.22,29.8
T502743,C100065,2001-02-18,Male,Delhi,55990.05,2024-05-08,111634,15247.09,23.4
T504680,C100579,2003-07-08,Female,Jaipur,200313.27,2024-03-23,155301,6293.76,21.0
T500071,C100103,1991-02-14,Unknown,Delhi,51367.71,2024-09-01,221618,1705.82,33.4
T502608,C100695,,Male,Unknown,26555.71,2024-12-02,91217,569.52,40.7
T504575,C100727,1978-08-19,Female,Jaipur,123863.27,2024-08-29,25541,1540.9,45.9
T504727,C100529,1991-11-11,Female,Bengaluru,104328.62,2024-06-15,230555,885.61,32.6
T501852,C100479,1980-10-22,Female,Kolkata,98501.77,2024-10-03,111839,1711.99,43.7
T502727,C100246,1992-12-11,Male,Delhi,459949.04,2024-11-18,113345,4392.34,31.6
T501942,C100681,1967-05-15,Female,Lucknow,239151.47,2024-04-28,180753,4699.58,57.1
T501254,C100589,,Female,Chennai,101026.53,2024-06-06,205554,17698.1,40.7
T504990,C100531,,Male,Chennai,38254.58,2024-09-14,60321,1565.47,40.7
T503087,C100512,1986-08-19,Male,Unknown,88055.27,2024-09-17,40821,2785.59,37.9
T500184,C100248,1970-05-12,Male,Kolkata,89559.95,2024-07-25,201318,2025.67,54.1
T504963,C100674,1998-05-02,Male,Pune,3566.68,2024-04-23,103007,4811.73,26.2
T500824,C100688,2001-10-21,Male,Hyderabad,28109.11,2024-12-02,81134,498.59,22.7
T500386,C100418,1960-01-14,Unknown,Hyderabad,51367.71,2024-02-14,181531,3381.88,64.5
T501719,C100244,1983-09-24,Female,Delhi,52253.95,2024-04-05,41101,1816.51,40.8
T500347,C100241,1972-06-24,Male,Pune,46874.59,2024-09-15,13310,1625.37,52.0
T504794,C100307,2004-10-07,Male,Lucknow,43413.56,2024-07-30,65016,531.72,19.7
T505138,C100759,1983-06-08,Female,Unknown,52253.95,2024-10-14,53749,3874.88,41.1
T502769,C100335,,Male,Bengaluru,47693.35,2024-01-29,71646,1817.57,40.7
T504907,C100397,1981-12-02,Female,Mumbai,1686.42,2024-01-05,15229,309.38,42.6
T500468,C100403,2003-06-13,Female,Jaipur,14630.12,2024-03-10,101132,968.61,21.0
T501418,C100428,1981-03-17,Male,Pune,163084.05,2024-04-22,121800,2057.3999999999996,43.3
T504300,C100540,,Female,Hyderabad,73271.8,2024-12-01,10303,1047.1,40.7
T500536,C100419,,Male,Delhi,26055.1,2024-04-26,55510,3999.28,40.7
T505341,C100633,1960-05-16,Male,Jaipur,7650.67,2024-03-06,64003,1688.04,64.1
T500341,C100443,2004-05-13,Female,Nagpur,102909.31,2024-05-10,161421,4570.1,20.1
T501299,C100510,2000-08-03,Female,Ahmedabad,235563.0,2024-10-31,122027,9740.76,23.9
T501117,C100042,1968-12-11,Male,Mumbai,41014.43,2024-09-11,130729,1686.98,55.6
T501995,C100344,1963-04-13,Unknown,Unknown,4994.06,2024-07-02,151555,97.47,61.2
T503725,C100565,2004-09-19,Female,Bangalore,67225.87,2024-11-05,131653,2057.3999999999996,19.8
T501619,C100416,1988-10-20,Male,Jaipur,77721.72,2024-03-14,162033,6107.62,35.7
T504542,C100291,1975-08-14,Female,Pune,52253.95,2024-04-29,122550,3735.23,48.9
T503789,C100576,,Female,Nagpur,52253.95,2024-06-30,65206,785.79,40.7
T502490,C100400,1961-12-17,Female,Pune,52253.95,2024-11-18,113943,5301.08,62.5
T504869,C100212,2000-06-24,Female,Nagpur,119741.09,2024-10-15,84025,4772.4,24.0
T503940,C100439,1967-03-08,Female,Bangalore,48286.94,2024-08-15,31541,2478.58,57.3
T503669,C100074,,Female,Hyderabad,138675.48,2024-06-06,13217,1627.01,40.7
T505632,C100242,1991-05-14,Male,Hyderabad,103866.17,2024-10-28,190318,209.03,33.1
T501927,C100055,2001-01-23,Male,Lucknow,39750.83,2024-07-20,231346,272883.0199999997,23.4
T503806,C100659,2000-11-01,Female,Jaipur,86238.94,2024-04-24,173807,2908.72,23.7
T500719,C100200,1984-09-07,Female,Pune,99008.06,2024-10-06,214509,18491.29,39.8
T505580,C100493,,Female,Ahmedabad,102129.94,2024-03-24,171842,6588.77,40.7
T501083,C100375,1999-11-27,Male,Nagpur,267588.1,2024-11-13,15441,1139.63,24.6
T503598,C100022,,Female,Delhi,52253.95,2024-10-28,151538,307.56,40.7
T502765,C100760,1974-03-14,Female,Mumbai,286147.6,2024-04-16,41829,8337.77,50.3
T503306,C100296,1971-12-24,Male,Pune,47693.35,2024-11-22,100424,582.99,52.5
T503180,C100345,1983-05-01,Female,Kolkata,12276.92,2024-02-16,45423,3618.62,41.2
T503962,C100579,2003-07-08,Female,Jaipur,200313.27,2024-02-23,162025,1117.51,21.0
T501653,C100363,1995-11-08,Male,Surat,6950.01,2024-03-18,20959,6525.18,28.6
T500749,C100779,,Female,Kolkata,297969.29,2024-12-16,62502,12070.22,40.7
T500688,C100173,2003-09-18,Female,Pune,28296.42,2024-07-20,101742,10846.71,20.8
T503449,C100291,1975-08-14,Female,Pune,52253.95,2024-01-10,141817,1410.35,48.9
T505191,C100589,,Female,Chennai,101026.53,2024-08-04,32251,5949.05,40.7
T504099,C100040,1994-09-14,Male,Unknown,22609.54,2024-02-27,180817,428.68,29.8
T503016,C100558,1958-07-13,Female,Hyderabad,43904.78,2024-01-17,14355,426.31,66.0
T503372,C100541,,Male,Ahmedabad,186265.55,2024-08-16,153543,6975.8,40.7
T503096,C100387,1977-02-16,Male,Kolkata,20501.21,2024-06-16,62454,19081.44,47.4
T501558,C100294,1977-04-19,Female,Hyderabad,52253.95,2024-01-21,81306,484.06,47.2
T501081,C100105,1995-10-18,Female,Lucknow,21507.37,2024-01-18,5310,6536.68,28.7
T500920,C100140,1964-06-15,Unknown,Kolkata,699519.01,2024-01-31,205504,7576.47,60.0
T505675,C100051,1976-02-21,Male,Pune,169367.84,2024-06-29,74107,7898.69,48.4
T501853,C100488,1977-03-25,Male,Bangalore,29268.42,2024-06-07,193132,795.54,47.3
T504320,C100385,1986-09-04,Female,Pune,31830.7,2024-09-05,90530,784.76,37.8
T505868,C100656,1996-01-11,Male,Ahmedabad,14274.08,2024-05-04,164449,4503.76,28.5
T502782,C100790,1994-02-03,Female,Pune,108574.79,2024-12-23,220829,742.06,30.4
T500848,C100414,2002-02-15,Female,Pune,61143.12,2024-12-12,114214,1432.61,22.4
T501603,C100253,1978-03-27,Male,Bangalore,107511.5,2024-11-15,140237,7528.25,46.3
T504922,C100663,1961-03-24,Male,Unknown,600713.48,2024-05-18,123637,12666.07,63.3
T503040,C100640,2003-11-22,Male,Ahmedabad,47693.35,2024-04-21,62527,1442.2,20.6
T505220,C100047,1966-07-11,Female,Hyderabad,22419.5,2024-09-22,214823,1918.39,58.0
T503399,C100143,1981-07-23,Male,Pune,241385.44,2024-03-08,60836,878.42,42.9
T504091,C100284,1987-04-12,Male,Lucknow,21229.49,2024-09-02,220331,253.7,37.2
T505428,C100252,2002-06-21,Unknown,Jaipur,51367.71,2024-12-11,164546,22.65,22.0
T505542,C100486,1993-04-07,Female,Pune,3302.51,2024-03-10,81743,2057.3999999999996,31.2
T505533,C100106,,Male,Delhi,60836.59,2024-10-07,113438,889.15,40.7
T505963,C100385,1986-09-04,Female,Pune,31830.7,2024-01-03,101444,20016.59,37.8
T505562,C100724,1982-07-07,Unknown,Delhi,41634.26,2024-01-01,34402,1361.23,42.0
T502659,C100468,,Male,Chennai,84203.67,2024-12-29,103247,3781.91,40.7
T501294,C100412,1985-10-02,Unknown,Mumbai,21748.09,2024-10-21,53158,301.25,38.7
T502189,C100480,1993-09-08,Female,Mumbai,37940.98,2024-10-26,91757,169.78,30.8
T501531,C100617,,Female,Jaipur,9784.54,2024-04-30,135221,1036.94,40.7
T503803,C100079,2004-07-20,Male,Delhi,80811.92,2024-08-19,111118,9156.55,19.9
T505968,C100717,1983-04-25,Female,Mumbai,52253.95,2024-05-31,232133,8536.74,41.2
T501387,C100309,1970-04-13,Female,Mumbai,40590.8,2024-04-07,233011,1095.95,54.2
T504686,C100385,1986-09-04,Female,Pune,31830.7,2024-12-05,182414,8012.64,37.8
T502721,C100748,1989-07-05,Male,Mumbai,63573.89,2024-10-04,82240,6525.92,35.0
T502347,C100781,,Female,Lucknow,52253.95,2024-01-13,185919,816.97,40.7
T501251,C100037,1994-03-09,Female,Delhi,33340.33,2024-11-10,72121,2057.3999999999996,30.3
T500568,C100116,1960-09-25,Female,Pune,220401.55,2024-07-31,13826,2200.67,63.8
T505698,C100010,1989-09-06,Female,Kolkata,239001.2,2024-12-14,74819,11132.3,34.8
T502910,C100111,1961-02-13,Female,Bengaluru,31428.6,2024-11-11,140645,2057.3999999999996,63.4
T505169,C100714,1967-02-19,Male,Bengaluru,13233.37,2024-02-01,120811,2057.3999999999996,57.4
T500436,C100065,2001-02-18,Male,Delhi,55990.05,2024-12-20,170212,3842.22,23.4
T501559,C100457,1991-11-23,Male,Hyderabad,46885.9,2024-09-08,121158,6188.2,32.6
T504340,C100193,1986-11-26,Male,Delhi,16440.96,2024-02-02,33457,2006.48,37.6
